County,Province_State,Country_Region,Lat,Long_,Combined_Key,Cases,Deaths,Elevation,population,rate
Oconee,Georgia,US,33.83749973,-83.43679568,"Oconee, Georgia, US",1333,35,241,40280,3309.334657
Oglethorpe,Georgia,US,33.8786296,-83.08278123,"Oglethorpe, Georgia, US",541,14,201,15259,3545.448588
Paulding,Georgia,US,33.91969522,-84.86848792,"Paulding, Georgia, US",4893,76,287,168667,2900.982409
Peach,Georgia,US,32.56934316,-83.82937,"Peach, Georgia, US",1037,27,130,27546,3764.611922
Pickens,Georgia,US,34.46589159,-84.46406611,"Pickens, Georgia, US",1081,15,441,32591,3316.86662
Pierce,Georgia,US,31.35928155,-82.21598442,"Pierce, Georgia, US",1193,29,38,19465,6128.949396
Pike,Georgia,US,33.09310242,-84.38790389,"Pike, Georgia, US",781,16,255,18962,4118.763843
Polk,Georgia,US,34.00267074,-85.18677781,"Polk, Georgia, US",2362,33,297,42613,5542.909441
Pulaski,Georgia,US,32.23334561,-83.4754996,"Pulaski, Georgia, US",440,24,66,11137,3950.794648
Putnam,Georgia,US,33.32056115,-83.37552891,"Putnam, Georgia, US",972,30,157,22119,4394.412044
Quitman,Georgia,US,31.86728114,-85.01773177,"Quitman, Georgia, US",80,1,96,2299,3479.773815
Rabun,Georgia,US,34.88389445,-83.40304637,"Rabun, Georgia, US",558,11,596,17137,3256.112505
Randolph,Georgia,US,31.76622818,-84.75732369,"Randolph, Georgia, US",366,30,139,6778,5399.822957
Richmond,Georgia,US,33.35777107,-82.07026432,"Richmond, Georgia, US",9973,215,87,202518,4924.500538
Rockdale,Georgia,US,33.65145002,-84.02202167,"Rockdale, Georgia, US",2655,52,254,90896,2920.920613
Schley,Georgia,US,32.2654021,-84.31258912,"Schley, Georgia, US",157,2,143,5257,2986.494198
Screven,Georgia,US,32.74976524,-81.60779441,"Screven, Georgia, US",497,13,55,13966,3558.642417
Seminole,Georgia,US,30.93464824,-84.86823924,"Seminole, Georgia, US",528,12,39,8090,6526.57602
Spalding,Georgia,US,33.26310031,-84.28013991,"Spalding, Georgia, US",2329,76,277,66703,3491.59708
Stephens,Georgia,US,34.55151201,-83.29405315,"Stephens, Georgia, US",1463,47,292,25925,5643.201543
Stewart,Georgia,US,32.07996777,-84.83208037,"Stewart, Georgia, US",623,17,127,6621,9409.454765
Sumter,Georgia,US,32.03650571,-84.19821492,"Sumter, Georgia, US",1210,71,122,29524,4098.360656
Talbot,Georgia,US,32.69642758,-84.53351366,"Talbot, Georgia, US",228,8,198,6195,3680.387409
Taliaferro,Georgia,US,33.56543317,-82.88136816,"Taliaferro, Georgia, US",38,0,150,1537,2472.348731
Tattnall,Georgia,US,32.04785085,-82.05539188,"Tattnall, Georgia, US",1132,25,58,25286,4476.785573
Taylor,Georgia,US,32.55792548,-84.25077141,"Taylor, Georgia, US",342,13,196,8020,4264.339152
Telfair,Georgia,US,31.92829517,-82.93491155,"Telfair, Georgia, US",645,28,76,15860,4066.834805
Terrell,Georgia,US,31.77527543,-84.44069698,"Terrell, Georgia, US",393,33,109,8531,4606.728402
Thomas,Georgia,US,30.86392347,-83.91847289,"Thomas, Georgia, US",1895,81,82,44451,4263.12119
Tift,Georgia,US,31.45743864,-83.5236119,"Tift, Georgia, US",2404,75,103,40644,5914.772168
Toombs,Georgia,US,32.12059861,-82.32957247,"Toombs, Georgia, US",1685,63,67,26830,6280.283265
Towns,Georgia,US,34.91369188,-83.7410746,"Towns, Georgia, US",558,27,602,12037,4635.706571
Treutlen,Georgia,US,32.40422134,-82.56904553,"Treutlen, Georgia, US",380,14,93,6901,5506.448341
Troup,Georgia,US,33.03349196,-85.02812115,"Troup, Georgia, US",3856,119,216,69922,5514.716398
Turner,Georgia,US,31.71612656,-83.62069378,"Turner, Georgia, US",437,26,125,7985,5472.761428
Twiggs,Georgia,US,32.67435595,-83.43078662,"Twiggs, Georgia, US",253,15,105,8120,3115.763547
Union,Georgia,US,34.82995757,-83.98967069,"Union, Georgia, US",1053,34,578,24511,4296.030354
Upson,Georgia,US,32.87920671,-84.30024826,"Upson, Georgia, US",1481,77,217,26320,5626.899696
Walker,Georgia,US,34.73376362,-85.30165174,"Walker, Georgia, US",2550,50,284,69761,3655.337509
Walton,Georgia,US,33.78017694,-83.73552314,"Walton, Georgia, US",3164,78,229,94593,3344.856385
Ware,Georgia,US,31.05449097,-82.42224148,"Ware, Georgia, US",2582,78,40,35734,7225.611462
Warren,Georgia,US,33.41146451,-82.67795848,"Warren, Georgia, US",212,8,148,5254,4035.020936
Washington,Georgia,US,32.96711864,-82.79357039,"Washington, Georgia, US",1074,25,136,20374,5271.424364
Wayne,Georgia,US,31.5521809,-81.91894878,"Wayne, Georgia, US",1628,46,19,29927,5439.903766
Webster,Georgia,US,32.04066113,-84.54742852,"Webster, Georgia, US",62,2,122,2607,2378.212505
Wheeler,Georgia,US,32.12009104,-82.72574721,"Wheeler, Georgia, US",421,17,45,7855,5359.643539
White,Georgia,US,34.64624278,-83.74905525,"White, Georgia, US",1263,27,464,30798,4100.915644
Whitfield,Georgia,US,34.80987459,-84.96093476,"Whitfield, Georgia, US",7525,79,220,104628,7192.147418
Wilcox,Georgia,US,31.97496928,-83.43438555,"Wilcox, Georgia, US",366,27,93,8635,4238.563984
Wilkes,Georgia,US,33.78290391,-82.74286107,"Wilkes, Georgia, US",421,7,132,9777,4306.024343
Wilkinson,Georgia,US,32.80291082,-83.17140684,"Wilkinson, Georgia, US",427,18,112,8954,4768.818405
Worth,Georgia,US,31.55162306,-83.85090513,"Worth, Georgia, US",708,36,123,20247,3496.814343
Ada,Idaho,US,43.4526575,-116.2415516,"Ada, Idaho, US",24025,230,904,481587,4988.714396
Adams,Idaho,US,44.89333571,-116.4545247,"Adams, Idaho, US",93,2,1385,4294,2165.812762
Bannock,Idaho,US,42.67002716,-112.2233311,"Bannock, Idaho, US",3994,28,1435,87808,4548.560496
Bear Lake,Idaho,US,42.28269683,-111.3289238,"Bear Lake, Idaho, US",171,1,1807,6125,2791.836735
Benewah,Idaho,US,47.21754179,-116.6586851,"Benewah, Idaho, US",264,3,911,9298,2839.320284
Bingham,Idaho,US,43.2167288,-112.3978437,"Bingham, Idaho, US",2486,27,1365,46811,5310.717566
Blaine,Idaho,US,43.4085812,-113.9752658,"Blaine, Idaho, US",1237,7,1848,23021,5373.354763
Boise,Idaho,US,43.98829931,-115.7309284,"Boise, Idaho, US",127,2,2253,7831,1621.759673
Bonner,Idaho,US,48.29996017,-116.6017932,"Bonner, Idaho, US",875,3,824,45739,1913.028269
Bonneville,Idaho,US,43.38713372,-111.6161537,"Bonneville, Idaho, US",7136,55,1841,119062,5993.515983
Boundary,Idaho,US,48.76684761,-116.4630179,"Boundary, Idaho, US",330,2,1665,12245,2694.977542
Butte,Idaho,US,43.72592209,-113.1735463,"Butte, Idaho, US",116,0,1974,2597,4466.692337
Camas,Idaho,US,43.46665742,-114.8065892,"Camas, Idaho, US",52,0,1712,1106,4701.627486
Canyon,Idaho,US,43.61970148,-116.7095499,"Canyon, Idaho, US",14273,140,754,229849,6209.728996
Caribou,Idaho,US,42.77149116,-111.5597683,"Caribou, Idaho, US",416,10,1880,7155,5814.116003
Cassia,Idaho,US,42.28347888,-113.6012409,"Cassia, Idaho, US",2088,17,2193,24030,8689.138577
Clark,Idaho,US,44.28496071,-112.3505704,"Clark, Idaho, US",48,0,1685,845,5680.473373
Clearwater,Idaho,US,46.67459924,-115.6622393,"Clearwater, Idaho, US",509,0,1147,8756,5813.156693
Custer,Idaho,US,44.24186819,-114.2855494,"Custer, Idaho, US",140,1,1913,4315,3244.495944
Elmore,Idaho,US,43.3507101,-115.4701578,"Elmore, Idaho, US",848,6,1245,27511,3082.403402
Franklin,Idaho,US,42.18332217,-111.8149666,"Franklin, Idaho, US",606,4,1400,13876,4367.252811
Fremont,Idaho,US,44.22800938,-111.4809943,"Fremont, Idaho, US",681,8,1892,13099,5198.870143
Gem,Idaho,US,44.06482372,-116.398376,"Gem, Idaho, US",821,5,1281,18112,4532.90636
Gooding,Idaho,US,42.96927962,-114.8108306,"Gooding, Idaho, US",911,9,1073,15179,6001.712893
Idaho,Idaho,US,45.84721541,-115.4634436,"Idaho, Idaho, US",711,6,1312,16667,4265.914682
Jefferson,Idaho,US,43.82078483,-112.3131749,"Jefferson, Idaho, US",1455,10,1462,29871,4870.945064
Jerome,Idaho,US,42.68891267,-114.2655033,"Jerome, Idaho, US",1814,12,1205,24412,7430.771752
Kootenai,Idaho,US,47.67282258,-116.7020872,"Kootenai, Idaho, US",6899,73,756,165697,4163.623964
Latah,Idaho,US,46.81587887,-116.7113698,"Latah, Idaho, US",1643,1,883,40108,4096.439613
Lemhi,Idaho,US,44.9438088,-113.9309747,"Lemhi, Idaho, US",425,7,1860,8027,5294.630622
Lewis,Idaho,US,46.23315327,-116.434146,"Lewis, Idaho, US",192,3,1111,3838,5002.605524
Lincoln,Idaho,US,43.0012336,-114.1358773,"Lincoln, Idaho, US",339,8,1294,5366,6317.554976
Madison,Idaho,US,43.78141028,-111.6538474,"Madison, Idaho, US",3945,7,1641,39907,9885.48375
Minidoka,Idaho,US,42.85518524,-113.6357257,"Minidoka, Idaho, US",1711,14,1317,21039,8132.515804
Nez Perce,Idaho,US,46.32638236,-116.7500975,"Nez Perce, Idaho, US",2182,30,736,40408,5399.920808
Oneida,Idaho,US,42.1949428,-112.5407838,"Oneida, Idaho, US",124,0,1709,4531,2736.702715
Owyhee,Idaho,US,42.58016894,-116.1693871,"Owyhee, Idaho, US",607,5,1755,11823,5134.060729
Payette,Idaho,US,44.00545243,-116.7647695,"Payette, Idaho, US",1523,14,687,23951,6358.815916
Power,Idaho,US,42.69254894,-112.8395742,"Power, Idaho, US",439,4,1559,7681,5715.40164
Shoshone,Idaho,US,47.35364087,-115.8916749,"Shoshone, Idaho, US",470,22,928,12882,3648.501785
Teton,Idaho,US,43.75303583,-111.2056773,"Teton, Idaho, US",514,2,1823,12142,4233.239993
Twin Falls,Idaho,US,42.35440512,-114.6685381,"Twin Falls, Idaho, US",6552,85,1380,86878,7541.610074
Valley,Idaho,US,44.76728382,-115.5676773,"Valley, Idaho, US",226,1,2276,11392,1983.848315
Washington,Idaho,US,44.45275475,-116.7847688,"Washington, Idaho, US",710,10,849,10194,6964.881303
Adams,Illinois,US,39.98815591,-91.18786813,"Adams, Illinois, US",4490,46,226,65435,6861.771223
Alexander,Illinois,US,37.18049267,-89.32910838,"Alexander, Illinois, US",248,2,117,5761,4304.808193
Bond,Illinois,US,38.88829622,-89.43534887,"Bond, Illinois, US",936,10,148,16426,5698.28321
Boone,Illinois,US,42.32359279,-88.82345779,"Boone, Illinois, US",3642,30,258,53544,6801.882564
Brown,Illinois,US,39.96209138,-90.75068024,"Brown, Illinois, US",298,3,215,6578,4530.252356
Bureau,Illinois,US,41.40385234,-89.5283051,"Bureau, Illinois, US",1983,37,205,32628,6077.60206
Calhoun,Illinois,US,39.16840183,-90.66330078,"Calhoun, Illinois, US",225,0,222,4739,4747.837096
Carroll,Illinois,US,42.06823429,-89.93395545,"Carroll, Illinois, US",1001,24,263,14305,6997.553303
Cass,Illinois,US,39.96991073,-90.24734436,"Cass, Illinois, US",900,21,193,12147,7409.236849
Champaign,Illinois,US,40.13919438,-88.20046615,"Champaign, Illinois, US",10316,52,222,209689,4919.666745
Christian,Illinois,US,39.54581621,-89.27780482,"Christian, Illinois, US",1776,40,186,32304,5497.771174
Clark,Illinois,US,39.33425789,-87.78705622,"Clark, Illinois, US",745,19,185,15441,4824.817046
Clay,Illinois,US,38.75388572,-88.48914513,"Clay, Illinois, US",758,17,135,13184,5749.393204
Clinton,Illinois,US,38.60704876,-89.42385254,"Clinton, Illinois, US",3035,56,138,37562,8079.974442
Coles,Illinois,US,39.51949084,-88.22358557,"Coles, Illinois, US",3160,58,201,50621,6242.468541
Cook,Illinois,US,41.84144849,-87.81658794,"Cook, Illinois, US",287124,6389,178,5150233,5574.971074
Crawford,Illinois,US,39.0032229,-87.75954624,"Crawford, Illinois, US",1050,9,165,18667,5624.899555
Cumberland,Illinois,US,39.27432424,-88.2401158,"Cumberland, Illinois, US",580,13,183,10766,5387.330485
De Witt,Illinois,US,40.17514519,-88.90959682,"De Witt, Illinois, US",588,14,226,104897,560.5498727
DeKalb,Illinois,US,41.89373302,-88.76958483,"DeKalb, Illinois, US",4714,45,269,15638,30144.51976
Douglas,Illinois,US,39.76768052,-88.21854195,"Douglas, Illinois, US",1269,16,196,19465,6519.393784
DuPage,Illinois,US,41.85116968,-88.08642662,"DuPage, Illinois, US",42201,754,232,922921,4572.547379
Edgar,Illinois,US,39.6809186,-87.74759563,"Edgar, Illinois, US",733,15,210,17161,4271.312861
Edwards,Illinois,US,38.41353228,-88.05720863,"Edwards, Illinois, US",212,3,130,6395,3315.089914
Effingham,Illinois,US,39.05935711,-88.58969584,"Effingham, Illinois, US",2525,18,175,34008,7424.723594
Fayette,Illinois,US,39.00072038,-89.02452658,"Fayette, Illinois, US",1463,28,163,21336,6856.955381
Ford,Illinois,US,40.59706922,-88.22350769,"Ford, Illinois, US",698,21,238,12961,5385.38693
Franklin,Illinois,US,37.99189086,-88.92567818,"Franklin, Illinois, US",1874,22,142,38469,4871.454938
Fulton,Illinois,US,40.47289135,-90.20862357,"Fulton, Illinois, US",1319,10,201,34340,3841.001747
Gallatin,Illinois,US,37.76430935,-88.22953869,"Gallatin, Illinois, US",180,3,112,4828,3728.251864
Greene,Illinois,US,39.35907414,-90.388865,"Greene, Illinois, US",774,26,162,12969,5968.077724
Grundy,Illinois,US,41.28569601,-88.41905692,"Grundy, Illinois, US",2539,16,173,51054,4973.165668
Hamilton,Illinois,US,38.08163641,-88.53883373,"Hamilton, Illinois, US",366,3,135,8116,4509.610646
Hancock,Illinois,US,40.40423981,-91.16313899,"Hancock, Illinois, US",904,12,211,17708,5105.037271
Hardin,Illinois,US,37.51810645,-88.26873022,"Hardin, Illinois, US",131,0,150,3821,3428.421879
Henderson,Illinois,US,40.81908672,-90.92491462,"Henderson, Illinois, US",261,0,205,6646,3927.17424
Henry,Illinois,US,41.3533994,-90.13296166,"Henry, Illinois, US",2453,13,212,48913,5015.02668
Iroquois,Illinois,US,40.74717633,-87.82466784,"Iroquois, Illinois, US",1533,25,200,27114,5653.905731
Jackson,Illinois,US,37.78595185,-89.38232563,"Jackson, Illinois, US",2503,34,122,56750,4410.572687
Jasper,Illinois,US,39.01054275,-88.15437049,"Jasper, Illinois, US",605,11,149,9610,6295.525494
Jefferson,Illinois,US,38.29980057,-88.9240025,"Jefferson, Illinois, US",1708,59,146,37684,4532.427555
Jersey,Illinois,US,39.08869046,-90.35393073,"Jersey, Illinois, US",1149,23,184,21773,5277.178156
Jo Daviess,Illinois,US,42.36542373,-90.21094405,"Jo Daviess, Illinois, US",1018,16,259,21235,4793.972216
Johnson,Illinois,US,37.45939802,-88.88165419,"Johnson, Illinois, US",665,3,156,12417,5355.560925
Kane,Illinois,US,41.93842729,-88.42861412,"Kane, Illinois, US",29870,449,269,532403,5610.411662
Kankakee,Illinois,US,41.13746989,-87.86205334,"Kankakee, Illinois, US",7999,96,193,109862,7280.952468
Kendall,Illinois,US,41.59081014,-88.42869583,"Kendall, Illinois, US",5833,42,210,128990,4522.055973
Knox,Illinois,US,40.93148779,-90.2133034,"Knox, Illinois, US",2599,56,209,49699,5229.481479
LaSalle,Illinois,US,41.3442613,-88.88633881,"LaSalle,Illinois,US",5687,127,147,696535,816.4700984
Lake,Illinois,US,42.3224907,-88.00367925,"Lake, Illinois, US",34915,612,176,108669,32129.6782
Lawrence,Illinois,US,38.71987914,-87.72884035,"Lawrence, Illinois, US",924,10,151,15678,5893.608879
Lee,Illinois,US,41.74583951,-89.29977132,"Lee, Illinois, US",1722,24,240,34096,5050.4458
Livingston,Illinois,US,40.89188292,-88.55784752,"Livingston, Illinois, US",2095,21,208,35648,5876.90754
Logan,Illinois,US,40.12581572,-89.36638784,"Logan, Illinois, US",1524,12,168,28618,5325.319729
Macon,Illinois,US,39.86064913,-88.96342505,"Macon, Illinois, US",6121,117,206,29682,20621.92575
Macoupin,Illinois,US,39.26119767,-89.92424028,"Macoupin, Illinois, US",1988,17,189,307774,645.928506
Madison,Illinois,US,38.83042506,-89.90422563,"Madison, Illinois, US",13291,229,157,171517,7749.086096
Marion,Illinois,US,38.64963204,-88.91899208,"Marion, Illinois, US",2283,44,169,104009,2195.002356
Marshall,Illinois,US,41.0327901,-89.34510444,"Marshall, Illinois, US",362,5,202,44926,805.7694876
Mason,Illinois,US,40.23917274,-89.91824452,"Mason, Illinois, US",649,16,151,262966,246.7999665
Massac,Illinois,US,37.22078441,-88.71036614,"Massac, Illinois, US",511,2,106,37205,1373.471308
McDonough,Illinois,US,40.45674722,-90.67775541,"McDonough, Illinois, US",1513,39,213,11438,13227.83703
McHenry,Illinois,US,42.32451172,-88.45248227,"McHenry, Illinois, US",13332,150,276,13359,99797.88906
McLean,Illinois,US,40.48996987,-88.84621113,"McLean, Illinois, US",7869,50,257,13772,57137.67064
Menard,Illinois,US,40.02742725,-89.80246001,"Menard, Illinois, US",421,1,156,12196,3451.951459
Mercer,Illinois,US,41.20596782,-90.74290052,"Mercer, Illinois, US",677,10,225,15437,4385.567144
Monroe,Illinois,US,38.27594376,-90.17761038,"Monroe, Illinois, US",1931,44,198,34637,5574.96319
Montgomery,Illinois,US,39.23198845,-89.47809254,"Montgomery, Illinois, US",1058,19,195,28414,3723.516576
Morgan,Illinois,US,39.71654544,-90.20255104,"Morgan, Illinois, US",2047,34,185,33658,6081.763622
Moultrie,Illinois,US,39.64187451,-88.62099969,"Moultrie, Illinois, US",828,10,202,14501,5709.951038
Ogle,Illinois,US,42.04165196,-89.32184679,"Ogle, Illinois, US",2660,26,260,50643,5252.453449
Peoria,Illinois,US,40.78702156,-89.76078901,"Peoria, Illinois, US",8388,124,201,179179,4681.352167
Perry,Illinois,US,38.08510853,-89.36856219,"Perry, Illinois, US",968,20,123,20916,4628.035953
Piatt,Illinois,US,40.01360584,-88.59319339,"Piatt, Illinois, US",721,5,207,16344,4411.404797
Pike,Illinois,US,39.62265059,-90.8877017,"Pike, Illinois, US",966,23,249,15561,6207.82726
Pope,Illinois,US,37.41391284,-88.56152109,"Pope, Illinois, US",79,1,107,4177,1891.309552
Pulaski,Illinois,US,37.22631423,-89.13085001,"Pulaski, Illinois, US",386,2,137,5335,7235.238988
Putnam,Illinois,US,41.2013541,-89.2869272,"Putnam, Illinois, US",236,0,196,5739,4112.214672
Randolph,Illinois,US,38.05095369,-89.82512254,"Randolph, Illinois, US",2059,24,147,31782,6478.509848
Richland,Illinois,US,38.71240969,-88.08475366,"Richland, Illinois, US",674,19,142,15513,4344.743119
Rock Island,Illinois,US,41.46613806,-90.57042164,"Rock Island, Illinois, US",8152,121,193,141879,5745.741089
Saline,Illinois,US,37.75332999,-88.54119706,"Saline, Illinois, US",1051,22,113,259686,404.7195459
Sangamon,Illinois,US,39.75836914,-89.65872023,"Sangamon, Illinois, US",9383,90,184,23491,39942.95688
Schuyler,Illinois,US,40.1571798,-90.61114163,"Schuyler, Illinois, US",243,1,206,194672,124.8253473
Scott,Illinois,US,39.6429169,-90.47814431,"Scott, Illinois, US",223,0,169,6768,3294.917258
Shelby,Illinois,US,39.39133527,-88.80611122,"Shelby, Illinois, US",1258,24,184,4951,25409.00828
St. Clair,Illinois,US,38.46996033,-89.93063427,"St. Clair, Illinois, US",12340,255,151,21634,57039.84469
Stark,Illinois,US,41.09309773,-89.79745866,"Stark, Illinois, US",218,3,221,5342,4080.868589
Stephenson,Illinois,US,42.35129217,-89.662598,"Stephenson, Illinois, US",2318,34,249,44498,5209.222886
Tazewell,Illinois,US,40.50716185,-89.51404662,"Tazewell, Illinois, US",6169,92,188,131803,4680.470096
Union,Illinois,US,37.47119609,-89.25548938,"Union, Illinois, US",1120,26,196,16653,6725.514922
Vermilion,Illinois,US,40.18417171,-87.73384359,"Vermilion, Illinois, US",3553,44,189,75758,4689.933736
Wabash,Illinois,US,38.44272901,-87.84922065,"Wabash, Illinois, US",491,8,144,11520,4262.152778
Warren,Illinois,US,40.84925021,-90.6147432,"Warren, Illinois, US",1006,20,236,16844,5972.453099
Washington,Illinois,US,38.35309213,-89.40982703,"Washington, Illinois, US",611,2,153,13887,4399.798373
Wayne,Illinois,US,38.42955355,-88.42586459,"Wayne, Illinois, US",824,32,134,16215,5081.714462
White,Illinois,US,38.08706198,-88.17657461,"White, Illinois, US",564,8,122,13537,4166.358868
Whiteside,Illinois,US,41.75509713,-89.91556058,"Whiteside, Illinois, US",3510,100,203,55175,6361.576801
Will,Illinois,US,41.44619267,-87.97862712,"Will, Illinois, US",36082,532,213,690743,5223.650475
Williamson,Illinois,US,37.73033511,-88.92994027,"Williamson, Illinois, US",3327,77,132,66597,4995.720528
Winnebago,Illinois,US,42.33641854,-89.16085327,"Winnebago, Illinois, US",17843,248,254,282572,6314.496836
Woodford,Illinois,US,40.78579374,-89.20973757,"Woodford, Illinois, US",1589,26,220,38459,4131.67269
Adams,Indiana,US,40.7457653,-84.93671406,"Adams, Indiana, US",1664,22,250,35777,4651.032786
Allen,Indiana,US,41.09194313,-85.06800636,"Allen, Indiana, US",17621,295,237,379299,4645.675312
Bartholomew,Indiana,US,39.20744865,-85.89558181,"Bartholomew, Indiana, US",3084,62,193,83779,3681.113406
Benton,Indiana,US,40.60626947,-87.31093999,"Benton, Indiana, US",336,2,244,8748,3840.877915
Blackford,Indiana,US,40.47388153,-85.32499702,"Blackford, Indiana, US",519,12,272,11758,4414.015989
Boone,Indiana,US,40.0509304,-86.46841646,"Boone, Indiana, US",2402,54,284,67843,3540.527394
Brown,Indiana,US,39.19605589,-86.22868909,"Brown, Indiana, US",335,3,197,15092,2219.719056
Carroll,Indiana,US,40.5807832,-86.56198812,"Carroll,Indiana,US",679,13,203,20257,3351.927729
Cass,Indiana,US,40.76135835,-86.34830753,"Cass, Indiana, US",2958,31,183,37689,7848.443843
Clark,Indiana,US,38.48015445,-85.70510334,"Clark, Indiana, US",5040,77,146,118302,4260.283005
Clay,Indiana,US,39.39561833,-87.11723506,"Clay, Indiana, US",1198,22,178,26225,4568.160153
Clinton,Indiana,US,40.30319754,-86.47277257,"Clinton, Indiana, US",1778,21,262,32399,5487.823698
Crawford,Indiana,US,38.28814402,-86.44518825,"Crawford, Indiana, US",288,1,153,10577,2722.889288
Daviess,Indiana,US,38.70186039,-87.07185406,"Daviess, Indiana, US",1546,43,155,33351,4635.543162
DeKalb,Indiana,US,41.39804622,-84.99906934,"DeKalb, Indiana, US",1728,29,266,49458,3493.87359
Dearborn,Indiana,US,39.14647946,-84.97333539,"Dearborn, Indiana, US",2157,30,231,26559,8121.540721
Decatur,Indiana,US,39.30712658,-85.50087166,"Decatur, Indiana, US",1246,43,284,43475,2866.014951
Delaware,Indiana,US,40.22787247,-85.39732772,"Delaware, Indiana, US",4820,103,286,114135,4223.069172
Dubois,Indiana,US,38.36597551,-86.8792417,"Dubois, Indiana, US",2346,31,141,42736,5489.517035
Elkhart,Indiana,US,41.59761169,-85.85875695,"Elkhart, Indiana, US",16905,219,242,206341,8192.748896
Fayette,Indiana,US,39.63684962,-85.17797541,"Fayette, Indiana, US",1477,33,278,23102,6393.385854
Floyd,Indiana,US,38.32117957,-85.90385377,"Floyd, Indiana, US",3114,77,251,78522,3965.767556
Fountain,Indiana,US,40.12361933,-87.24217689,"Fountain, Indiana, US",773,8,200,16346,4728.985685
Franklin,Indiana,US,39.4142482,-85.06062647,"Franklin, Indiana, US",686,26,251,22758,3014.324633
Fulton,Indiana,US,41.0469907,-86.26252745,"Fulton, Indiana, US",835,18,230,19974,4180.434565
Gibson,Indiana,US,38.30393723,-87.58054938,"Gibson, Indiana, US",1817,25,144,33659,5398.259009
Grant,Indiana,US,40.51587228,-85.65468702,"Grant, Indiana, US",2629,49,259,65769,3997.323967
Greene,Indiana,US,39.03630547,-86.96223202,"Greene, Indiana, US",1013,53,148,31922,3173.360065
Hamilton,Indiana,US,40.07306535,-86.05244729,"Hamilton, Indiana, US",12696,167,247,338011,3756.090778
Hancock,Indiana,US,39.82304555,-85.77566351,"Hancock, Indiana, US",2465,51,275,78168,3153.464333
Harrison,Indiana,US,38.19467379,-86.10948271,"Harrison, Indiana, US",1418,24,213,40515,3499.938294
Hendricks,Indiana,US,39.76719009,-86.51037283,"Hendricks, Indiana, US",5944,156,278,170311,3490.085784
Henry,Indiana,US,39.93029017,-85.39625719,"Henry, Indiana, US",2402,37,323,47972,5007.087468
Howard,Indiana,US,40.48527731,-86.11351892,"Howard, Indiana, US",3349,75,244,82544,4057.230083
Huntington,Indiana,US,40.82907273,-85.48822092,"Huntington, Indiana, US",1235,10,246,36520,3381.708653
Jackson,Indiana,US,38.9091582,-86.03851889,"Jackson, Indiana, US",2126,33,164,44231,4806.583618
Jasper,Indiana,US,41.02078733,-87.11553319,"Jasper, Indiana, US",1421,11,212,33562,4233.955068
Jay,Indiana,US,40.43781032,-85.00576229,"Jay, Indiana, US",964,13,280,20436,4717.165786
Jefferson,Indiana,US,38.78576239,-85.43633383,"Jefferson, Indiana, US",1162,16,253,32308,3596.632413
Jennings,Indiana,US,38.99588883,-85.62710784,"Jennings, Indiana, US",832,14,226,27735,2999.819722
Johnson,Indiana,US,39.48994426,-86.10149107,"Johnson, Indiana, US",6231,165,231,158167,3939.506977
Knox,Indiana,US,38.68861576,-87.4194665,"Knox, Indiana, US",1814,19,170,36594,4957.096792
Kosciusko,Indiana,US,41.24521668,-85.86312322,"Kosciusko, Indiana, US",4557,39,249,79456,5735.249698
LaGrange,Indiana,US,41.64232188,-85.42674232,"LaGrange, Indiana, US",1401,29,286,39614,3536.628465
LaPorte,Indiana,US,41.54366008,-86.74072188,"LaPorte, Indiana, US",4571,94,237,485493,941.5171794
Lake,Indiana,US,41.41874274,-87.38277575,"Lake, Indiana, US",26872,453,203,109888,24453.98952
Lawrence,Indiana,US,38.84112637,-86.48361629,"Lawrence, Indiana, US",1740,47,153,45370,3835.133348
Madison,Indiana,US,40.16143691,-85.71964711,"Madison, Indiana, US",4858,121,269,129569,3749.353626
Marion,Indiana,US,39.78163624,-86.13826325,"Marion, Indiana, US",41953,849,220,964582,4349.345105
Marshall,Indiana,US,41.32467367,-86.26185087,"Marshall, Indiana, US",2937,44,256,46258,6349.172035
Martin,Indiana,US,38.7099921,-86.80373186,"Martin, Indiana, US",351,5,209,10255,3422.720624
Miami,Indiana,US,40.76940965,-86.04525048,"Miami, Indiana, US",1578,14,196,35516,4443.067913
Monroe,Indiana,US,39.16130004,-86.52414358,"Monroe, Indiana, US",5303,49,244,148431,3572.703815
Montgomery,Indiana,US,40.04034823,-86.89335024,"Montgomery, Indiana, US",1390,27,237,38338,3625.645574
Morgan,Indiana,US,39.47899078,-86.44573375,"Morgan, Indiana, US",2044,43,196,70489,2899.743222
Newton,Indiana,US,40.95610449,-87.39635768,"Newton, Indiana, US",553,12,211,13984,3954.519451
Noble,Indiana,US,41.39672484,-85.41966713,"Noble, Indiana, US",2498,46,289,47744,5232.071046
Ohio,Indiana,US,38.955305,-84.96515993,"Ohio, Indiana, US",230,7,261,5875,3914.893617
Orange,Indiana,US,38.5411892,-86.49523093,"Orange, Indiana, US",666,28,192,19646,3390.003054
Owen,Indiana,US,39.31145587,-86.83900724,"Owen, Indiana, US",598,7,201,20799,2875.138228
Parke,Indiana,US,39.77202286,-87.20375833,"Parke, Indiana, US",560,6,207,16937,3306.370668
Perry,Indiana,US,38.07809328,-86.63741946,"Perry, Indiana, US",815,21,158,19169,4251.65632
Pike,Indiana,US,38.40112197,-87.23574907,"Pike, Indiana, US",503,18,146,12389,4060.053273
