Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/10/2020,AirNow,560330004,1,0.048,ppm,44,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/11/2020,AirNow,560330004,1,0.046,ppm,43,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/12/2020,AirNow,560330004,1,0.043,ppm,40,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/13/2020,AirNow,560330004,1,0.04,ppm,37,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/14/2020,AirNow,560330004,1,0.052,ppm,48,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/15/2020,AirNow,560330004,1,0.054,ppm,50,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/16/2020,AirNow,560330004,1,0.038,ppm,35,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/17/2020,AirNow,560330004,1,0.043,ppm,40,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/18/2020,AirNow,560330004,1,0.047,ppm,44,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/19/2020,AirNow,560330004,1,0.049,ppm,45,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/20/2020,AirNow,560330004,1,0.044,ppm,41,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/21/2020,AirNow,560330004,1,0.051,ppm,47,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/22/2020,AirNow,560330004,1,0.056,ppm,54,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/23/2020,AirNow,560330004,1,0.051,ppm,47,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/24/2020,AirNow,560330004,1,0.047,ppm,44,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/25/2020,AirNow,560330004,1,0.041,ppm,38,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/26/2020,AirNow,560330004,1,0.043,ppm,40,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/27/2020,AirNow,560330004,1,0.042,ppm,39,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/28/2020,AirNow,560330004,1,0.038,ppm,35,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/29/2020,AirNow,560330004,1,0.036,ppm,33,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
9/30/2020,AirNow,560330004,1,0.04,ppm,37,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/1/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/2/2020,AirNow,560330004,1,0.038,ppm,35,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/3/2020,AirNow,560330004,1,0.043,ppm,40,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/4/2020,AirNow,560330004,1,0.045,ppm,42,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/5/2020,AirNow,560330004,1,0.042,ppm,39,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/6/2020,AirNow,560330004,1,0.04,ppm,37,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/7/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/8/2020,AirNow,560330004,1,0.045,ppm,42,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/9/2020,AirNow,560330004,1,0.039,ppm,36,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/10/2020,AirNow,560330004,1,0.041,ppm,38,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/11/2020,AirNow,560330004,1,0.041,ppm,38,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/12/2020,AirNow,560330004,1,0.042,ppm,39,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/13/2020,AirNow,560330004,1,0.041,ppm,38,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/14/2020,AirNow,560330004,1,0.045,ppm,42,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/15/2020,AirNow,560330004,1,0.035,ppm,32,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/16/2020,AirNow,560330004,1,0.031,ppm,29,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/17/2020,AirNow,560330004,1,0.033,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/18/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/19/2020,AirNow,560330004,1,0.029,ppm,27,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/20/2020,AirNow,560330004,1,0.03,ppm,28,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/21/2020,AirNow,560330004,1,0.026,ppm,24,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/22/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/23/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/24/2020,AirNow,560330004,1,0.03,ppm,28,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/25/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/26/2020,AirNow,560330004,1,0.037,ppm,34,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/27/2020,AirNow,560330004,1,0.046,ppm,43,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/28/2020,AirNow,560330004,1,0.039,ppm,36,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/29/2020,AirNow,560330004,1,0.025,ppm,23,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/30/2020,AirNow,560330004,1,0.035,ppm,32,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
10/31/2020,AirNow,560330004,1,0.037,ppm,34,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/1/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/2/2020,AirNow,560330004,1,0.026,ppm,24,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/3/2020,AirNow,560330004,1,0.028,ppm,26,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/4/2020,AirNow,560330004,1,0.031,ppm,29,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/5/2020,AirNow,560330004,1,0.023,ppm,21,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/6/2020,AirNow,560330004,1,0.017,ppm,16,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/7/2020,AirNow,560330004,1,0.018,ppm,17,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/8/2020,AirNow,560330004,1,0.029,ppm,27,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/9/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/10/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/11/2020,AirNow,560330004,1,0.03,ppm,28,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/12/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/13/2020,AirNow,560330004,1,0.043,ppm,40,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/14/2020,AirNow,560330004,1,0.037,ppm,34,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/15/2020,AirNow,560330004,1,0.036,ppm,33,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/16/2020,AirNow,560330004,1,0.039,ppm,36,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/17/2020,AirNow,560330004,1,0.027,ppm,25,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/18/2020,AirNow,560330004,1,0.024,ppm,22,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/19/2020,AirNow,560330004,1,0.036,ppm,33,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/20/2020,AirNow,560330004,1,0.041,ppm,38,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/21/2020,AirNow,560330004,1,0.038,ppm,35,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/22/2020,AirNow,560330004,1,0.031,ppm,29,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/23/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/24/2020,AirNow,560330004,1,0.038,ppm,35,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/25/2020,AirNow,560330004,1,0.03,ppm,28,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/26/2020,AirNow,560330004,1,0.032,ppm,30,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/27/2020,AirNow,560330004,1,0.029,ppm,27,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/28/2020,AirNow,560330004,1,0.034,ppm,31,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/29/2020,AirNow,560330004,1,0.035,ppm,32,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
11/30/2020,AirNow,560330004,1,0.035,ppm,32,,24,100,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
12/1/2020,AirNow,560330004,1,0.033,ppm,31,,22,92,44201,Ozone,43260,"Sheridan, WY",56,Wyoming,33,Sheridan,44.933611,-106.847222
1/1/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/2/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/3/2020,AQS,560350099,1,0.043,ppm,40,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/4/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/5/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/6/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/7/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/8/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/9/2020,AQS,560350099,1,0.043,ppm,40,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/10/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/11/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/12/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/13/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/15/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/16/2020,AQS,560350099,1,0.064,ppm,80,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/17/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/18/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/19/2020,AQS,560350099,1,0.06,ppm,67,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/20/2020,AQS,560350099,1,0.061,ppm,71,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/21/2020,AQS,560350099,1,0.078,ppm,126,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/22/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/23/2020,AQS,560350099,1,0.052,ppm,48,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/24/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/25/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/26/2020,AQS,560350099,1,0.053,ppm,49,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/27/2020,AQS,560350099,1,0.043,ppm,40,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/28/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/29/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/30/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
1/31/2020,AQS,560350099,1,0.042,ppm,39,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/1/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/2/2020,AQS,560350099,1,0.057,ppm,58,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/3/2020,AQS,560350099,1,0.042,ppm,39,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/4/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/5/2020,AQS,560350099,1,0.041,ppm,38,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/6/2020,AQS,560350099,1,0.037,ppm,34,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/7/2020,AQS,560350099,1,0.037,ppm,34,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/8/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/9/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/10/2020,AQS,560350099,1,0.053,ppm,49,Boulder,15,88,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/11/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/12/2020,AQS,560350099,1,0.06,ppm,67,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/13/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/14/2020,AQS,560350099,1,0.053,ppm,49,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/15/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/16/2020,AQS,560350099,1,0.056,ppm,54,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/17/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/18/2020,AQS,560350099,1,0.06,ppm,67,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/19/2020,AQS,560350099,1,0.061,ppm,71,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/20/2020,AQS,560350099,1,0.063,ppm,77,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/21/2020,AQS,560350099,1,0.069,ppm,97,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/22/2020,AQS,560350099,1,0.078,ppm,126,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/23/2020,AQS,560350099,1,0.065,ppm,84,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/24/2020,AQS,560350099,1,0.043,ppm,40,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/25/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/26/2020,AQS,560350099,1,0.049,ppm,45,Boulder,13,76,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/27/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/28/2020,AQS,560350099,1,0.064,ppm,80,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
2/29/2020,AQS,560350099,1,0.058,ppm,61,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/1/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/2/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/3/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/4/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/5/2020,AQS,560350099,1,0.059,ppm,64,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/6/2020,AQS,560350099,1,0.065,ppm,84,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/7/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/8/2020,AQS,560350099,1,0.049,ppm,45,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/9/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/10/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/11/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/12/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/13/2020,AQS,560350099,1,0.049,ppm,45,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/14/2020,AQS,560350099,1,0.038,ppm,35,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/15/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/16/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/17/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/18/2020,AQS,560350099,1,0.048,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/19/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/20/2020,AQS,560350099,1,0.036,ppm,33,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/21/2020,AQS,560350099,1,0.042,ppm,39,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/22/2020,AQS,560350099,1,0.049,ppm,45,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/23/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/24/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/25/2020,AQS,560350099,1,0.046,ppm,43,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/26/2020,AQS,560350099,1,0.047,ppm,44,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/27/2020,AQS,560350099,1,0.051,ppm,47,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/28/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/29/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/30/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
3/31/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/1/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/2/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/3/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/4/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/5/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/6/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/7/2020,AQS,560350099,1,0.042,ppm,39,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/8/2020,AQS,560350099,1,0.044,ppm,41,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/9/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/10/2020,AQS,560350099,1,0.05,ppm,46,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
4/11/2020,AQS,560350099,1,0.045,ppm,42,Boulder,17,100,44201,Ozone,,,56,Wyoming,35,Sublette,42.719,-109.753
