Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
6/22/2020,AQS,560350100,1,0.8,ppb,0,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/23/2020,AQS,560350100,1,0.8,ppb,0,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/24/2020,AQS,560350100,1,1.1,ppb,1,Daniel South,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/25/2020,AQS,560350100,1,1,ppb,1,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/26/2020,AQS,560350100,1,0.8,ppb,0,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/27/2020,AQS,560350100,1,1.4,ppb,1,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/28/2020,AQS,560350100,1,1.1,ppb,1,Daniel South,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/29/2020,AQS,560350100,1,0.6,ppb,0,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
6/30/2020,AQS,560350100,1,1.2,ppb,1,Daniel South,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.7907,-110.0551
1/1/2020,AQS,560350101,1,13,ppb,12,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/2/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/3/2020,AQS,560350101,1,15.8,ppb,14,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/4/2020,AQS,560350101,1,12.4,ppb,11,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/5/2020,AQS,560350101,1,7.2,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/6/2020,AQS,560350101,1,12,ppb,11,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/7/2020,AQS,560350101,1,17.2,ppb,16,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/8/2020,AQS,560350101,1,23.9,ppb,22,Pinedale Gaseous,22,92,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/9/2020,AQS,560350101,1,29.4,ppb,27,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/10/2020,AQS,560350101,1,4.8,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/11/2020,AQS,560350101,1,5.6,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/12/2020,AQS,560350101,1,16.9,ppb,15,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/13/2020,AQS,560350101,1,9.3,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/14/2020,AQS,560350101,1,18.9,ppb,17,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/15/2020,AQS,560350101,1,13.2,ppb,12,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/16/2020,AQS,560350101,1,9.8,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/17/2020,AQS,560350101,1,9.2,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/18/2020,AQS,560350101,1,4.8,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/19/2020,AQS,560350101,1,5.8,ppb,5,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/20/2020,AQS,560350101,1,19.9,ppb,18,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/21/2020,AQS,560350101,1,11.3,ppb,10,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/22/2020,AQS,560350101,1,12.4,ppb,11,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/23/2020,AQS,560350101,1,4.2,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/24/2020,AQS,560350101,1,16.8,ppb,15,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/25/2020,AQS,560350101,1,6.9,ppb,6,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/26/2020,AQS,560350101,1,8,ppb,8,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/27/2020,AQS,560350101,1,4.6,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/28/2020,AQS,560350101,1,9.2,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/29/2020,AQS,560350101,1,14,ppb,13,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/30/2020,AQS,560350101,1,1.2,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
1/31/2020,AQS,560350101,1,2.6,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/1/2020,AQS,560350101,1,10.2,ppb,9,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/2/2020,AQS,560350101,1,6.3,ppb,6,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/3/2020,AQS,560350101,1,5.5,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/4/2020,AQS,560350101,1,8.9,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/5/2020,AQS,560350101,1,1.6,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/6/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/7/2020,AQS,560350101,1,2.3,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/8/2020,AQS,560350101,1,8.3,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/9/2020,AQS,560350101,1,6.2,ppb,6,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/10/2020,AQS,560350101,1,17.6,ppb,16,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/11/2020,AQS,560350101,1,14.4,ppb,13,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/12/2020,AQS,560350101,1,7.5,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/13/2020,AQS,560350101,1,9.6,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/14/2020,AQS,560350101,1,13.2,ppb,12,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/15/2020,AQS,560350101,1,4.3,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/16/2020,AQS,560350101,1,7.2,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/17/2020,AQS,560350101,1,3.2,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/18/2020,AQS,560350101,1,4.1,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/19/2020,AQS,560350101,1,5.7,ppb,5,Pinedale Gaseous,20,83,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/20/2020,AQS,560350101,1,2.8,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/21/2020,AQS,560350101,1,5.7,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/22/2020,AQS,560350101,1,4.6,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/23/2020,AQS,560350101,1,7.7,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/24/2020,AQS,560350101,1,1.8,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/25/2020,AQS,560350101,1,8.9,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/26/2020,AQS,560350101,1,14.1,ppb,13,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/27/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,21,88,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/28/2020,AQS,560350101,1,4.4,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
2/29/2020,AQS,560350101,1,12.8,ppb,11,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/1/2020,AQS,560350101,1,7.6,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/2/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/3/2020,AQS,560350101,1,9,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/4/2020,AQS,560350101,1,3.6,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/5/2020,AQS,560350101,1,4.1,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/6/2020,AQS,560350101,1,8.2,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/7/2020,AQS,560350101,1,5,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/8/2020,AQS,560350101,1,7.7,ppb,7,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/9/2020,AQS,560350101,1,6.3,ppb,6,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/11/2020,AQS,560350101,1,3.6,ppb,3,Pinedale Gaseous,19,79,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/13/2020,AQS,560350101,1,4.8,ppb,4,Pinedale Gaseous,21,88,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/14/2020,AQS,560350101,1,5.2,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/15/2020,AQS,560350101,1,3,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/16/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/17/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/18/2020,AQS,560350101,1,8.8,ppb,8,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/19/2020,AQS,560350101,1,1.6,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/20/2020,AQS,560350101,1,2.7,ppb,2,Pinedale Gaseous,22,92,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/21/2020,AQS,560350101,1,1.5,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/22/2020,AQS,560350101,1,2.1,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/23/2020,AQS,560350101,1,4.5,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/24/2020,AQS,560350101,1,5.1,ppb,5,Pinedale Gaseous,19,79,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/25/2020,AQS,560350101,1,2.6,ppb,2,Pinedale Gaseous,18,75,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/26/2020,AQS,560350101,1,1.9,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/27/2020,AQS,560350101,1,1.4,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/28/2020,AQS,560350101,1,1.5,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/29/2020,AQS,560350101,1,2.8,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/30/2020,AQS,560350101,1,1.5,ppb,1,Pinedale Gaseous,18,75,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
3/31/2020,AQS,560350101,1,4.9,ppb,4,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/1/2020,AQS,560350101,1,1.6,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/2/2020,AQS,560350101,1,3.9,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/9/2020,AQS,560350101,1,1.8,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/10/2020,AQS,560350101,1,1.9,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/11/2020,AQS,560350101,1,2.7,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/12/2020,AQS,560350101,1,1.5,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/13/2020,AQS,560350101,1,3,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/14/2020,AQS,560350101,1,3.4,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/15/2020,AQS,560350101,1,2.4,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/16/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/17/2020,AQS,560350101,1,3.2,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/18/2020,AQS,560350101,1,2,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/19/2020,AQS,560350101,1,2.5,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/20/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/21/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/22/2020,AQS,560350101,1,1.7,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/23/2020,AQS,560350101,1,4.8,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/24/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/25/2020,AQS,560350101,1,2.3,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/26/2020,AQS,560350101,1,3.5,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/27/2020,AQS,560350101,1,5.6,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/28/2020,AQS,560350101,1,2.7,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/29/2020,AQS,560350101,1,3.7,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
4/30/2020,AQS,560350101,1,3,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/1/2020,AQS,560350101,1,4.3,ppb,4,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/2/2020,AQS,560350101,1,2.1,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/3/2020,AQS,560350101,1,3.2,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/4/2020,AQS,560350101,1,2.8,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/5/2020,AQS,560350101,1,1.9,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/6/2020,AQS,560350101,1,1.8,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/7/2020,AQS,560350101,1,2.1,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/8/2020,AQS,560350101,1,2.7,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/9/2020,AQS,560350101,1,2,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/10/2020,AQS,560350101,1,2.3,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/11/2020,AQS,560350101,1,3.2,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/12/2020,AQS,560350101,1,5.1,ppb,5,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/13/2020,AQS,560350101,1,2,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/14/2020,AQS,560350101,1,2,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/15/2020,AQS,560350101,1,2.6,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/16/2020,AQS,560350101,1,3.9,ppb,3,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/17/2020,AQS,560350101,1,4.1,ppb,4,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/18/2020,AQS,560350101,1,9.6,ppb,8,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/19/2020,AQS,560350101,1,5.6,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/20/2020,AQS,560350101,1,2.1,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/21/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/22/2020,AQS,560350101,1,7.5,ppb,7,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/23/2020,AQS,560350101,1,1.9,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/24/2020,AQS,560350101,1,0.8,ppb,0,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/25/2020,AQS,560350101,1,1.9,ppb,1,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/26/2020,AQS,560350101,1,2.3,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/27/2020,AQS,560350101,1,2.4,ppb,2,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/28/2020,AQS,560350101,1,2.6,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/29/2020,AQS,560350101,1,2.2,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/30/2020,AQS,560350101,1,2.9,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
5/31/2020,AQS,560350101,1,3.3,ppb,3,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
6/1/2020,AQS,560350101,1,5.4,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
6/2/2020,AQS,560350101,1,2.1,ppb,2,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
6/3/2020,AQS,560350101,1,1.6,ppb,1,Pinedale Gaseous,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
6/4/2020,AQS,560350101,1,5.3,ppb,5,Pinedale Gaseous,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,35,Sublette,42.869824,-109.87076
